"No.","Time","Source","Destination","Protocol","Length","Info"
"3631","99.788232","Ubiquiti_3b:5c:ed","1a:36:f3:5d:df:1f","802.11","227","Probe Response, SN=1621, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3632","99.812518","ArubaaHe_58:77:62","ea:b6:57:36:ea:2a","802.11","183","Probe Response, SN=1600, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"3637","99.941175","Ubiquiti_3b:5c:ed","a2:ca:2a:40:94:90","802.11","227","Probe Response, SN=1625, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3638","99.982053","Ubiquiti_3b:5c:ed","a2:ca:2a:40:94:90","802.11","227","Probe Response, SN=1627, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3639","100.025734","Ubiquiti_3b:5c:ed","a2:ca:2a:40:94:90","802.11","227","Probe Response, SN=1628, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3643","100.179177","Ubiquiti_3b:5c:ed","92:ca:5e:b6:8a:c6","802.11","227","Probe Response, SN=1631, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3646","100.248296","Ubiquiti_3b:5c:ed","92:ca:5e:b6:8a:c6","802.11","227","Probe Response, SN=1632, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3647","100.271384","Ubiquiti_3b:5c:ed","92:ca:5e:b6:8a:c6","802.11","227","Probe Response, SN=1634, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3653","100.580690","Ubiquiti_3b:5c:ed","de:ee:b7:55:a7:a2","802.11","227","Probe Response, SN=1638, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3656","100.626060","Ubiquiti_3b:5c:ed","3e:71:b3:e4:65:dc","802.11","227","Probe Response, SN=1640, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3658","100.653356","Ubiquiti_3b:5c:ed","de:ee:b7:55:a7:a2","802.11","227","Probe Response, SN=1641, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3669","100.928871","Ubiquiti_3b:5c:ed","16:ff:5e:63:4f:11","802.11","227","Probe Response, SN=1647, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3673","101.084235","Cisco_2f:15:53","16:ff:5e:63:4f:11","802.11","294","Probe Response, SN=3400, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"3680","101.505792","Ubiquiti_3b:5c:ed","b6:31:fb:1e:f9:0a","802.11","227","Probe Response, SN=1654, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3684","101.628552","Ubiquiti_3b:5c:ed","HuaweiTe_85:55:da","802.11","227","Probe Response, SN=1657, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3690","101.744589","Ubiquiti_3b:5c:ed","HuaweiTe_85:55:da","802.11","227","Probe Response, SN=1660, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3692","101.875728","Ubiquiti_3b:5c:ed","d6:d9:7b:e7:17:de","802.11","227","Probe Response, SN=1662, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3706","102.291641","Ubiquiti_3b:5c:ed","HTC_ec:54:0b","802.11","227","Probe Response, SN=1668, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3707","102.295620","Ubiquiti_3b:5c:ed","HTC_ec:54:0b","802.11","227","Probe Response, SN=1669, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3708","102.314432","Ubiquiti_3b:5c:ed","HTC_ec:54:0b","802.11","227","Probe Response, SN=1670, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3709","102.326514","Ubiquiti_3b:5c:ed","HTC_ec:54:0b","802.11","227","Probe Response, SN=1671, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3711","102.336494","Ubiquiti_3b:5c:ed","HTC_ec:54:0b","802.11","227","Probe Response, SN=1673, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3714","102.363083","Ubiquiti_3b:5c:ed","HTC_ec:54:0b","802.11","227","Probe Response, SN=1674, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3716","102.367025","Ubiquiti_3b:5c:ed","HTC_ec:54:0b","802.11","227","Probe Response, SN=1675, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3718","102.374887","Ubiquiti_3b:5c:ed","HTC_ec:54:0b","802.11","227","Probe Response, SN=1676, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3721","102.390544","Ubiquiti_3b:5c:ed","HTC_ec:54:0b","802.11","227","Probe Response, SN=1677, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3722","102.413858","Ubiquiti_3b:5c:ed","76:f5:7e:18:f7:05","802.11","227","Probe Response, SN=1678, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3723","102.431578","Ubiquiti_3b:5c:ed","62:df:2b:e1:80:df","802.11","227","Probe Response, SN=1680, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3726","102.503418","Ubiquiti_3b:5c:ed","46:14:30:39:2c:9c","802.11","227","Probe Response, SN=1681, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3740","102.965020","Ubiquiti_3b:5c:ed","HTC_ec:54:0b","802.11","227","Probe Response, SN=1688, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3743","103.002215","Ubiquiti_3b:5c:ed","HTC_ec:54:0b","802.11","227","Probe Response, SN=1689, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3744","103.037871","Ubiquiti_3b:5c:ed","HTC_ec:54:0b","802.11","227","Probe Response, SN=1690, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3745","103.123597","Ubiquiti_3b:5c:ed","32:f7:4b:0a:6a:3f","802.11","227","Probe Response, SN=1692, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3748","103.195356","Ubiquiti_3b:5c:ed","9a:7e:d3:b6:03:05","802.11","227","Probe Response, SN=1694, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3757","103.548460","Cisco_2f:15:54","82:0d:df:70:f5:d1","802.11","274","Probe Response, SN=3434, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"3767","103.916886","Ubiquiti_3b:5c:ed","1a:a5:79:88:e2:5f","802.11","227","Probe Response, SN=1706, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3769","103.940482","Ubiquiti_3b:5c:ed","1a:a5:79:88:e2:5f","802.11","227","Probe Response, SN=1707, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3778","104.124129","Ubiquiti_3b:5c:ed","f6:8d:2a:dd:d7:c7","802.11","227","Probe Response, SN=1711, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3783","104.300431","Ubiquiti_3b:5c:ed","c6:13:28:d4:3e:0c","802.11","227","Probe Response, SN=1715, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3784","104.320123","Ubiquiti_3b:5c:ed","c6:13:28:d4:3e:0c","802.11","227","Probe Response, SN=1716, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3788","104.421257","Ubiquiti_3b:5c:ed","c6:13:28:d4:3e:0c","802.11","227","Probe Response, SN=1718, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3789","104.426918","ArubaaHe_58:77:62","32:e1:3b:cb:bb:e7","802.11","183","Probe Response, SN=1614, FN=0, Flags=........, BI=100, SSID=NETIA WIFI"
"3790","104.428518","ArubaaHe_58:77:63","32:e1:3b:cb:bb:e7","802.11","185","Probe Response, SN=496, FN=0, Flags=........, BI=100, SSID=COSTA COFFEE"
"3795","104.646828","Ubiquiti_3b:5c:ed","92:80:86:18:29:64","802.11","227","Probe Response, SN=1721, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3796","104.650443","Ubiquiti_3b:5c:ed","12:90:72:6f:e4:4c","802.11","227","Probe Response, SN=1722, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3797","104.665878","Ubiquiti_3b:5c:ed","f6:8d:2a:dd:d7:c7","802.11","227","Probe Response, SN=1723, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3798","104.673837","Ubiquiti_3b:5c:ed","12:90:72:6f:e4:4c","802.11","227","Probe Response, SN=1724, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3800","104.702344","Ubiquiti_3b:5c:ed","12:90:72:6f:e4:4c","802.11","227","Probe Response, SN=1726, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3801","104.705061","Ubiquiti_3b:5c:ed","f6:8d:2a:dd:d7:c7","802.11","227","Probe Response, SN=1727, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3806","104.898508","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=1731, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3807","104.918075","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=1732, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3808","104.934798","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=1733, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3811","104.953023","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=1734, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3840","105.705113","Ubiquiti_3b:5c:ed","Apple_06:2c:68","802.11","227","Probe Response, SN=1748, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3842","105.760404","Ubiquiti_3b:5c:ed","8a:16:3e:d9:e9:d9","802.11","227","Probe Response, SN=1749, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3848","105.953330","Ubiquiti_3b:5c:ed","8a:16:3e:d9:e9:d9","802.11","227","Probe Response, SN=1752, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3850","105.989042","Ubiquiti_3b:5c:ed","8a:16:3e:d9:e9:d9","802.11","227","Probe Response, SN=1753, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3859","106.342903","Ubiquiti_3b:5c:ed","82:ab:62:d7:0a:5c","802.11","227","Probe Response, SN=1759, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3860","106.350013","Ubiquiti_3b:5c:ed","e2:7c:cf:44:d5:94","802.11","227","Probe Response, SN=1760, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3861","106.361937","Ubiquiti_3b:5c:ed","82:ab:62:d7:0a:5c","802.11","227","Probe Response, SN=1761, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3862","106.364290","Ubiquiti_3b:5c:ed","Apple_91:7e:b0","802.11","227","Probe Response, SN=1762, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3864","106.402756","Ubiquiti_3b:5c:ed","Apple_91:7e:b0","802.11","227","Probe Response, SN=1763, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3866","106.410842","Ubiquiti_3b:5c:ed","Apple_91:7e:b0","802.11","227","Probe Response, SN=1764, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3867","106.417571","Ubiquiti_3b:5c:ed","e2:7c:cf:44:d5:94","802.11","227","Probe Response, SN=1765, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3870","106.426764","Ubiquiti_3b:5c:ed","Apple_91:7e:b0","802.11","227","Probe Response, SN=1767, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3874","106.483991","Ubiquiti_3b:5c:ed","e2:7c:cf:44:d5:94","802.11","227","Probe Response, SN=1769, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3875","106.506465","Ubiquiti_3b:5c:ed","e2:7c:cf:44:d5:94","802.11","227","Probe Response, SN=1770, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3878","106.573360","Ubiquiti_3b:5c:ed","16:8c:47:bc:1d:50","802.11","227","Probe Response, SN=1772, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3880","106.596452","Ubiquiti_3b:5c:ed","16:8c:47:bc:1d:50","802.11","227","Probe Response, SN=1773, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3884","106.755893","Ubiquiti_3b:5c:ed","22:9e:5f:03:a9:f9","802.11","227","Probe Response, SN=1777, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3890","106.884983","Ubiquiti_3b:5c:ed","22:5b:e1:b9:c2:a6","802.11","227","Probe Response, SN=1781, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3895","107.056240","Ubiquiti_3b:5c:ed","d6:16:86:95:13:4e","802.11","227","Probe Response, SN=1784, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3897","107.134741","Ubiquiti_3b:5c:ed","d6:16:86:95:13:4e","802.11","227","Probe Response, SN=1785, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3902","107.263608","Ubiquiti_3b:5c:ed","f2:46:49:a8:20:5e","802.11","227","Probe Response, SN=1790, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3905","107.324537","Cisco_2f:15:54","SamsungE_34:93:b7","802.11","274","Probe Response, SN=3519, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"3907","107.355025","Cisco_2f:15:54","SamsungE_34:93:b7","802.11","274","Probe Response, SN=3521, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"3909","107.417646","Ubiquiti_3b:5c:ed","0e:88:42:3d:3f:03","802.11","227","Probe Response, SN=1793, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3911","107.467316","Ubiquiti_3b:5c:ed","0e:88:42:3d:3f:03","802.11","227","Probe Response, SN=1795, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3913","107.515497","Ubiquiti_3b:5c:ed","0e:88:42:3d:3f:03","802.11","227","Probe Response, SN=1796, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3915","107.528665","Ubiquiti_3b:5c:ed","0e:88:42:3d:3f:03","802.11","227","Probe Response, SN=1797, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3922","107.684311","Ubiquiti_3b:5c:ed","f2:d9:e0:7b:f3:f2","802.11","227","Probe Response, SN=1800, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3924","107.729394","Ubiquiti_3b:5c:ed","f2:d9:e0:7b:f3:f2","802.11","227","Probe Response, SN=1801, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3925","107.747938","Ubiquiti_3b:5c:ed","f2:d9:e0:7b:f3:f2","802.11","227","Probe Response, SN=1802, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3928","107.772481","Ubiquiti_3b:5c:ed","f2:d9:e0:7b:f3:f2","802.11","227","Probe Response, SN=1804, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3930","107.855561","Cisco_2f:15:53","8a:1d:40:9c:f0:ee","802.11","294","Probe Response, SN=3530, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"3934","107.880614","Ubiquiti_3b:5c:ed","0e:9f:cb:2e:96:2f","802.11","227","Probe Response, SN=1806, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3936","107.902946","Ubiquiti_3b:5c:ed","0e:9f:cb:2e:96:2f","802.11","227","Probe Response, SN=1807, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3947","108.453529","Ubiquiti_3b:5c:ed","a2:be:e5:f9:d1:9a","802.11","227","Probe Response, SN=1816, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3950","108.536443","Ubiquiti_3b:5c:ed","a2:be:e5:f9:d1:9a","802.11","227","Probe Response, SN=1820, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3952","108.581053","Ubiquiti_3b:5c:ed","a2:be:e5:f9:d1:9a","802.11","227","Probe Response, SN=1822, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3956","108.713241","Ubiquiti_3b:5c:ed","4e:e0:8d:b5:13:d3","802.11","227","Probe Response, SN=1825, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3965","109.250305","Ubiquiti_3b:5c:ed","4e:e0:8d:b5:13:d3","802.11","227","Probe Response, SN=1832, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3967","109.382017","Ubiquiti_3b:5c:ed","5a:22:61:c7:f7:01","802.11","227","Probe Response, SN=1836, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3970","109.451893","Cisco_2f:15:54","AirgoNet_c2:90:5f","802.11","274","Probe Response, SN=3567, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"3973","109.550640","Ubiquiti_3b:5c:ed","5a:22:61:c7:f7:01","802.11","227","Probe Response, SN=1840, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3979","109.709175","Ubiquiti_3b:5c:ed","06:1f:e2:5d:43:b9","802.11","227","Probe Response, SN=1846, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3984","109.948144","Ubiquiti_3b:5c:ed","ca:a0:5e:93:27:56","802.11","227","Probe Response, SN=1850, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3985","109.962562","Ubiquiti_3b:5c:ed","b6:a7:58:ef:8c:a2","802.11","227","Probe Response, SN=1852, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"3986","109.972860","Cisco_2f:15:53","5e:02:79:c5:e3:1b","802.11","294","Probe Response, SN=3582, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"3994","110.392873","Ubiquiti_3b:5c:ed","72:8d:ae:fb:e5:ca","802.11","227","Probe Response, SN=1859, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4000","110.547245","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=1863, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4004","110.596614","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=1865, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4006","110.636645","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=1867, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4007","110.661172","Ubiquiti_3b:5c:ed","Raspberr_76:f1:56","802.11","227","Probe Response, SN=1868, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4009","110.759835","Ubiquiti_3b:5c:ed","aa:a9:8b:0a:ad:56","802.11","227","Probe Response, SN=1870, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4012","110.849183","Cisco_2f:15:54","Apple_0a:7c:87","802.11","274","Probe Response, SN=3592, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"4014","110.921854","Ubiquiti_3b:5c:ed","2a:b4:d7:f3:4b:b7","802.11","227","Probe Response, SN=1873, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4016","110.951936","Ubiquiti_3b:5c:ed","2a:b4:d7:f3:4b:b7","802.11","227","Probe Response, SN=1875, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4017","110.968634","Ubiquiti_3b:5c:ed","2a:b4:d7:f3:4b:b7","802.11","227","Probe Response, SN=1876, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4025","111.284579","Ubiquiti_3b:5c:ed","66:63:01:0c:3e:c5","802.11","227","Probe Response, SN=1881, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4027","111.291263","Ubiquiti_3b:5c:ed","1a:ba:be:30:61:a2","802.11","227","Probe Response, SN=1882, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4034","111.520253","Ubiquiti_3b:5c:ed","0a:cf:6a:f7:0e:46","802.11","227","Probe Response, SN=1886, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4037","111.549529","Ubiquiti_3b:5c:ed","0a:cf:6a:f7:0e:46","802.11","227","Probe Response, SN=1888, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4041","111.582052","Ubiquiti_3b:5c:ed","0a:cf:6a:f7:0e:46","802.11","227","Probe Response, SN=1889, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4042","111.591865","Ubiquiti_3b:5c:ed","0a:cf:6a:f7:0e:46","802.11","227","Probe Response, SN=1890, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4045","111.680594","Cisco_2f:15:54","MediaTek_83:6c:43","802.11","274","Probe Response, SN=3607, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"4047","111.720033","Ubiquiti_3b:5c:ed","0e:f0:75:7d:f0:18","802.11","227","Probe Response, SN=1894, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4049","111.753019","Ubiquiti_3b:5c:ed","0e:f0:75:7d:f0:18","802.11","227","Probe Response, SN=1896, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4050","111.763544","Ubiquiti_3b:5c:ed","0e:f0:75:7d:f0:18","802.11","227","Probe Response, SN=1897, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4053","111.848831","Cisco_2f:15:54","9e:ae:7c:f5:a6:9e","802.11","274","Probe Response, SN=3616, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"4055","111.854824","Ubiquiti_3b:5c:ed","0e:f0:75:7d:f0:18","802.11","227","Probe Response, SN=1900, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4057","111.974300","Ubiquiti_3b:5c:ed","3e:e6:d2:a8:fa:07","802.11","227","Probe Response, SN=1902, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4059","112.017650","Ubiquiti_3b:5c:ed","3e:e6:d2:a8:fa:07","802.11","227","Probe Response, SN=1903, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4060","112.025606","Ubiquiti_3b:5c:ed","3e:e6:d2:a8:fa:07","802.11","227","Probe Response, SN=1904, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4062","112.066594","Ubiquiti_3b:5c:ed","3e:e6:d2:a8:fa:07","802.11","227","Probe Response, SN=1907, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4066","112.197184","Ubiquiti_3b:5c:ed","a2:a7:8d:28:39:0b","802.11","227","Probe Response, SN=1910, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4069","112.225030","Cisco_a0:44:53","32:f1:f6:d8:e5:eb","802.11","294","Probe Response, SN=1943, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"4072","112.291511","Cisco_a0:44:54","1e:b8:da:f6:c6:32","802.11","274","Probe Response, SN=1944, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"4087","112.878532","Ubiquiti_3b:5c:ed","4e:e0:8d:b5:13:d3","802.11","227","Probe Response, SN=1922, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4089","112.915585","Ubiquiti_3b:5c:ed","4e:e0:8d:b5:13:d3","802.11","227","Probe Response, SN=1924, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4096","113.256609","Ubiquiti_3b:5c:ed","46:de:20:18:20:1a","802.11","227","Probe Response, SN=1928, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4103","113.682611","Ubiquiti_3b:5c:ed","f2:64:8d:ae:ed:0a","802.11","227","Probe Response, SN=1935, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4105","113.741235","Ubiquiti_3b:5c:ed","f2:64:8d:ae:ed:0a","802.11","227","Probe Response, SN=1937, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4111","113.909616","Ubiquiti_3b:5c:ed","f2:64:8d:ae:ed:0a","802.11","227","Probe Response, SN=1941, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4114","113.964668","Ubiquiti_3b:5c:ed","f2:64:8d:ae:ed:0a","802.11","227","Probe Response, SN=1942, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4123","114.186723","Cisco_2f:15:54","5a:3e:30:6c:de:15","802.11","274","Probe Response, SN=3643, FN=0, Flags=....R..., BI=102, SSID=CHOPIN-AIRPORT"
"4124","114.194116","Cisco_2f:15:53","5a:3e:30:6c:de:15","802.11","294","Probe Response, SN=3644, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"4125","114.202133","Cisco_2f:15:53","5a:3e:30:6c:de:15","802.11","294","Probe Response, SN=3644, FN=0, Flags=....R..., BI=102, SSID=PPL-WIFI"
"4129","114.513814","Ubiquiti_3b:5c:ed","82:77:89:94:a6:52","802.11","227","Probe Response, SN=1950, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
"4130","114.561735","Ubiquiti_3b:5c:ed","82:77:89:94:a6:52","802.11","227","Probe Response, SN=1951, FN=0, Flags=........, BI=100, SSID=LOT_BL_UPC_Biznes_WiFi"
